period,msn,seriesDescription,value,unit
2011,PZICBUS,Propane/Propylene Consumed by the Industrial Sector in Trillion Btu,987.956,Trillion Btu
2011,PZEXPUS,Propane Exports in Thousand Barrels per Day,123.954,Thousand Barrels per Day
2011,PYTCPUS,Propylene Product Supplied in Thousand Barrels per Day,310.036,Thousand Barrels per Day
2011,PYTCBUS,Propylene Product Supplied in Trillion Btu,433.98,Trillion Btu
2011,PYROPUS,Propylene Refinery and Blender Net Production in Thousand Barrels per Day,282.148,Thousand Barrels per Day
2011,PYPSPUS,Propylene Stocks in Million Barrels,1.7,Million Barrels
2011,PYIMPUS,Propylene Imports in Thousand Barrels per Day,27.921,Thousand Barrels per Day
2011,PYICPUS,Propylene Consumed by the Industrial Sector in Thousand Barrels per Day,310.036,Thousand Barrels per Day
2011,PYICBUS,Propylene Consumed by the Industrial Sector in Trillion Btu,433.98,Trillion Btu
2011,PUUCUUS,"Unleaded Premium Gasoline, U.S. City Average Retail Price in Dollars per Gallon Including Taxes",3.792,Dollars per Gallon Including Taxes
2011,PTEIPUS,"Total Petroleum Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Barrels",51667.387,Thousand Barrels
2011,PRWHUUS,Average Refiner Price of Propane (Consumer Grade) for Resale in Dollars per Gallon Excluding Taxes,1.467,Dollars per Gallon Excluding Taxes
2011,PRTCUUS,Average Refiner Price of Propane (Consumer Grade) to End Users in Dollars per Gallon Excluding Taxes,1.709,Dollars per Gallon Excluding Taxes
2011,PQTCPUS,Propane Product Supplied in Thousand Barrels per Day,851.446,Thousand Barrels per Day
2011,PQTCBUS,Propane Product Supplied in Trillion Btu,1193.698,Trillion Btu
2011,PQROPUS,Propane Refinery and Blender Net Production in Thousand Barrels per Day,269.885,Thousand Barrels per Day
2011,PQPSPUS,Propane Stocks in Million Barrels,48.049,Million Barrels
2011,PQIMPUS,Propane Imports in Thousand Barrels per Day,81.633,Thousand Barrels per Day
2011,PQICPUS,Propane Consumed by the Industrial Sector in Thousand Barrels per Day,395.143,Thousand Barrels per Day
2011,PQICBUS,Propane Consumed by the Industrial Sector in Trillion Btu,553.976,Trillion Btu
2011,PNPRPUS,Total Petroleum Field Production in Thousand Barrels per Day,7890.275,Thousand Barrels per Day
2011,PMTCEUS,"Petroleum, Excluding Biofuels, CO2 Emissions in Million Metric Tons of Carbon Dioxide",2255.2,Million Metric Tons of Carbon Dioxide
2011,PMTCBUS,Petroleum Consumption (Excluding Biofuels) in Trillion Btu,34639.174,Trillion Btu
2011,PMNIBUS,"Total Petroleum, Excluding Biofuels, Net Imports in Quadrillion Btu",18.713672,Quadrillion Btu
2011,PMIMBUS,"Total Petroleum, Excluding Biofuels, Imports in Trillion Btu",24632.81,Trillion Btu
2011,PMICEUS,"Petroleum, Excluding Biofuels, Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",343.762,Million Metric Tons of Carbon Dioxide
2011,PMICBUS,Petroleum Consumed by the Industrial Sector (Excluding Biofuels) in Trillion Btu,8054.633,Trillion Btu
2011,PMEXBUS,"Total Petroleum, Excluding Biofuels, Exports in Trillion Btu",5919.138,Trillion Btu
2011,PMCCEUS,"Petroleum, Excluding Biofuels, Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",45.195,Million Metric Tons of Carbon Dioxide
2011,PMCCBUS,Petroleum Consumed by the Commercial Sector (Excluding Biofuels) in Trillion Btu,632.215,Trillion Btu
2011,PMACEUS,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",1769.325,Million Metric Tons of Carbon Dioxide
2011,PMACBUS,Petroleum Consumed by the Transportation Sector (Excluding Biofuels) in Trillion Btu,24623.454,Trillion Btu
2011,PFNFPUS,Petrochemical Feedstocks Non-Combustion Consumption in Thousand Barrels per Day,519.647,Thousand Barrels per Day
2011,PFNFBUS,Petrochemical Feedstocks Non-Combustion Consumption in Quadrillion Btu,1.056524,Quadrillion Btu
2011,PCTCPUS,Petroleum Coke Product Supplied in Thousand Barrels per Day,361.209,Thousand Barrels per Day
2011,PCTCKUS,Petroleum Coke Consumption Heat Content in Million Btu per Barrel,6.077,Million Btu per Barrel
2011,PCTCEUS,Petroleum Coke CO2 Emissions in Million Metric Tons of Carbon Dioxide,78.107,Million Metric Tons of Carbon Dioxide
2011,PCTCBUS,Petroleum Coke Product Supplied in Trillion Btu,801.199,Trillion Btu
2011,PCNFPUS,Petroleum Coke Non-Combustion Consumption in Thousand Barrels per Day,39.552,Thousand Barrels per Day
2011,PCNFBUS,Petroleum Coke Non-Combustion Consumption in Quadrillion Btu,.082563,Quadrillion Btu
2011,PCMIRUS,"Light-Duty Vehicles, Short Wheelbase Mileage in Miles per Vehicle",11150,Miles per Vehicle
2011,PCL1MUS,"Petroleum Coke Consumption for Electricity Generation, Electric Power Sector in Thousand Short Tons",4725.506,Thousand Short Tons
2011,PCICPUS,Petroleum Coke Consumed by the Industrial Sector in Thousand Barrels per Day,294.858,Thousand Barrels per Day
2011,PCICEUS,Petroleum Coke Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,63.964,Million Metric Tons of Carbon Dioxide
2011,PCICBUS,Petroleum Coke Consumed by the Industrial Sector in Trillion Btu,662.696,Trillion Btu
2011,PCFRRUS,"Light-Duty Vehicles, Short Wheelbase Fuel Economy in Miles per Gallon",23.2,Miles per Gallon
2011,PCFCRUS,"Light-Duty Vehicles, Short Wheelbase Fuel Consumption in Gallons per Vehicle",481,Gallons per Vehicle
2011,PCERDUS,"Average Cost of Petroleum Coke Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",3.03,"Dollars per Million Btu, Including Taxes"
2011,PCEPMUS,"Petroleum Coke Consumption for Electricity Generation, All Sectors in Thousand Short Tons",5012.087,Thousand Short Tons
2011,PCEKMUS,"Petroleum Coke Stocks, Electric Power Sector, End of Period in Thousand Short Tons",508.036,Thousand Short Tons
2011,PCEIZUS,Petroleum Coke Consumed by the Electric Power Sector in Thousand Barrels per Day,66.263,Thousand Barrels per Day
2011,PCEIMUS,"Petroleum Coke Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Short Tons",4837.224,Thousand Short Tons
2011,PCEIEUS,Petroleum Coke Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,14.125,Million Metric Tons of Carbon Dioxide
2011,PCEIBUS,Petroleum Coke Consumed by the Electric Power Sector in Trillion Btu,138.32,Trillion Btu
2011,PCECMUS,"Petroleum Coke Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Short Tons",6091.608,Thousand Short Tons
2011,PCCCPUS,Petroleum Coke Consumed by the Commercial Sector in Thousand Barrels per Day,.087,Thousand Barrels per Day
2011,PCCCEUS,Petroleum Coke Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,.019,Million Metric Tons of Carbon Dioxide
2011,PCCCBUS,Petroleum Coke Consumed by the Commercial Sector in Trillion Btu,.182,Trillion Btu
2011,PATWPUS,"Wells Drilled, Crude Oil in Number",21935,Number
2011,PATCPUS,"Petroleum Products Supplied/Consumption, United States in Thousand Barrels per Day",18895.505,Thousand Barrels per Day
2011,PATCKUS,"Petroleum Consumption, Total Heat Content in Million Btu per Barrel",5.193,Million Btu per Barrel
2011,PATCBUS,Total Petroleum Products Supplied in Trillion Btu,35815.483,Trillion Btu
2011,PASCPUS,Petroleum Stock Change in Thousand Barrels per Day,-137.891,Thousand Barrels per Day
2011,PAROPUS,Total Petroleum Refinery and Blender Net Production in Thousand Barrels per Day,18672.849,Thousand Barrels per Day
2011,PARIPUS,Total Petroleum Refinery and Blender Net Inputs in Thousand Barrels per Day,17596.466,Thousand Barrels per Day
2011,PARCPUS,Total Petroleum Consumed by the Residential Sector in Thousand Barrels per Day,608.253,Thousand Barrels per Day
2011,PARCKUS,"Petroleum Consumption, Residential Sector Heat Content in Million Btu per Barrel",4.657,Million Btu per Barrel
2011,PARCEUS,Petroleum Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,71.085,Million Metric Tons of Carbon Dioxide
2011,PARCBUS,Total Petroleum Consumed by the Residential Sector in Trillion Btu,1033.831,Trillion Btu
2011,PAPSPUS,"Petroleum Stocks, United States, End of Period in Million Barrels",1719.578,Million Barrels
2011,PAPRPUS,"Crude Oil Production, Total in Thousand Barrels per Day",5674.207,Thousand Barrels per Day
2011,PAPRPAK,"Crude Oil Production, Alaska in Thousand Barrels per Day",561.175,Thousand Barrels per Day
2011,PAPRP48,"Crude Oil Production, 48 States in Thousand Barrels per Day",5113.032,Thousand Barrels per Day
2011,PAPRBUS,Crude Oil Production in Trillion Btu,12012.295,Trillion Btu
2011,PANRPUS,"Crude Oil Rotary Rigs in Operation, Total in Number of Rigs",984,Number of Rigs
2011,PANQSUS,Petroleum Net Imports as Share of Products Supplied in Percent,44.7,Percent
2011,PANIVUS,Petroleum Balance in Million Dollars,-329686,Million Dollars
2011,PANIPUS,Petroleum Net Imports in Thousand Barrels per Day,8450.308,Thousand Barrels per Day
2011,PANFPUS,Total Petroleum Non-Combustion Consumption in Thousand Barrels per Day,2780.98,Thousand Barrels per Day
2011,PANFBUS,Total Petroleum Non-Combustion Consumption in Quadrillion Btu,4.437376,Quadrillion Btu
2011,PAL9SUS,"Petroleum Electric Power Sector Generating Units, Capacity Factor in Percent",7.1,Percent
2011,PAL9PUS,"Petroleum Electric Power Sector, Net Summer Capacity in Million Kilowatts",50.398,Million Kilowatts
2011,PAL1PUS,"Total Petroleum Consumption for Electricity Generation, Electric Power Sector in Thousand Barrels",50104.52,Thousand Barrels
2011,PAIQSUS,Petroleum Imports as Share of Products Supplied in Percent,60.5,Percent
2011,PAIQSPG,Petroleum Imports From Persian Gulf as Share of Products Supplied in Percent,9.9,Percent
2011,PAIQSOP,Petroleum Imports From OPEC as Share of Products Supplied in Percent,24.1,Percent
2011,PAIMVUS,Petroleum Imports in Million Dollars,431866,Million Dollars
2011,PAIMSPG,Petroleum Imports From Persian Gulf as Share of Total Imports in Percent,16.3,Percent
2011,PAIMSOP,Petroleum Imports From OPEC as Share of Total Imports in Percent,39.8,Percent
2011,PAIMPVI,Petroleum Imports From U.S. Virgin Islands in Thousand Barrels per Day,186.433,Thousand Barrels per Day
2011,PAIMPVE,Petroleum Imports From Venezuela in Thousand Barrels per Day,950.655,Thousand Barrels per Day
2011,PAIMPUS,Total Petroleum Imports in Thousand Barrels per Day,11436.192,Thousand Barrels per Day
2011,PAIMPUK,Petroleum Imports From United Kingdom in Thousand Barrels per Day,159.496,Thousand Barrels per Day
2011,PAIMPUA,Petroleum Imports from United Arab Emirates in Thousand Barrels per Day,9.986,Thousand Barrels per Day
2011,PAIMPSA,Petroleum Imports From Saudi Arabia in Thousand Barrels per Day,1194.575,Thousand Barrels per Day
2011,PAIMPRU,Petroleum Imports From Russia in Thousand Barrels per Day,624.038,Thousand Barrels per Day
2011,PAIMPPG,Petroleum Imports From Persian Gulf in Thousand Barrels per Day,1861.378,Thousand Barrels per Day
2011,PAIMPOT,Petroleum Imports From Other Non-OPEC in Thousand Barrels per Day,1076.967,Thousand Barrels per Day
2011,PAIMPOP,Petroleum Imports From Total OPEC in Thousand Barrels per Day,4555.397,Thousand Barrels per Day
2011,PAIMPOO,Petroleum Imports From Other OPEC in Thousand Barrels per Day,557.504,Thousand Barrels per Day
2011,PAIMPNT,Petroleum Imports From Total Non-OPEC Countries in Thousand Barrels per Day,6880.795,Thousand Barrels per Day
2011,PAIMPNO,Petroleum Imports From Norway in Thousand Barrels per Day,113.038,Thousand Barrels per Day
2011,PAIMPNL,Petroleum Imports From Netherlands in Thousand Barrels per Day,99.704,Thousand Barrels per Day
2011,PAIMPNI,Petroleum Imports From Nigeria in Thousand Barrels per Day,818.444,Thousand Barrels per Day
2011,PAIMPMX,Petroleum Imports From Mexico in Thousand Barrels per Day,1206.17,Thousand Barrels per Day
2011,PAIMPLY,Petroleum Imports From Libya in Thousand Barrels per Day,15.184,Thousand Barrels per Day
2011,PAIMPKU,Petroleum Imports From Kuwait in Thousand Barrels per Day,191.479,Thousand Barrels per Day
2011,PAIMPIQ,Petroleum Imports From Iraq in Thousand Barrels per Day,459.425,Thousand Barrels per Day
2011,PAIMPEN,Petroleum Imports from Ecuador in Thousand Barrels per Day,0,Thousand Barrels per Day
2011,PAIMPCN,Petroleum Imports From Canada in Thousand Barrels per Day,2728.789,Thousand Barrels per Day
2011,PAIMPCL,Petroleum Imports From Colombia in Thousand Barrels per Day,433.041,Thousand Barrels per Day
2011,PAIMPBZ,Petroleum Imports From Brazil in Thousand Barrels per Day,253.118,Thousand Barrels per Day
2011,PAIMPAG,Petroleum Imports From Algeria in Thousand Barrels per Day,358.145,Thousand Barrels per Day
2011,PAIMKUS,Crude Oil and Petroleum Products Imports Heat Content in Million Btu per Barrel,5.905,Million Btu per Barrel
2011,PAICPUS,Total Petroleum Consumed by the Industrial Sector in Thousand Barrels per Day,4525.297,Thousand Barrels per Day
2011,PAICKUS,"Petroleum Consumption, Industrial Sector Heat Content in Million Btu per Barrel",4.887,Million Btu per Barrel
2011,PAICBUS,Total Petroleum Consumed by the Industrial Sector in Trillion Btu,8071.37,Trillion Btu
2011,PAI9SUS,"Petroleum Industrial Sector Generating Units, Capacity Factor in Percent",29.5,Percent
2011,PAI9PUS,"Petroleum Industrial Sector, Net Summer Capacity in Million Kilowatts",.69,Million Kilowatts
2011,PAI5PUS,"Electricity Net Generation From Petroleum, Industrial Sector in Million Kilowatthours",1891.095,Million Kilowatthours
2011,PAI3PUS,"Petroleum Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Thousand Barrels",9609.762,Thousand Barrels
2011,PAI1PUS,"Petroleum Consumption for Electricity Generation, Industrial Sector in Thousand Barrels",2145.203,Thousand Barrels
2011,PAGVBUS,U.S. Government Petroleum Consumption in Trillion Btu,755.8,Trillion Btu
2011,PAGLPUS,Petroleum Processing Gain in Thousand Barrels per Day,1076.384,Thousand Barrels per Day
2011,PAGBPUS,"Petroleum, Net Summer Capacity in Million Kilowatts",51.482,Million Kilowatts
2011,PAEXVUS,Petroleum Exports in Million Dollars,102180,Million Dollars
2011,PAEXPUS,Total Petroleum Exports in Thousand Barrels per Day,2985.884,Thousand Barrels per Day
2011,PAEXPUK,Petroleum Exports to United Kingdom in Thousand Barrels per Day,34.544,Thousand Barrels per Day
2011,PAEXPSN,Petroleum Exports to Singapore in Thousand Barrels per Day,120.799,Thousand Barrels per Day
2011,PAEXPSK,Petroleum Exports to South Korea in Thousand Barrels per Day,14.785,Thousand Barrels per Day
2011,PAEXPOT,Petroleum Exports to Other Countries in Thousand Barrels per Day,1320.387,Thousand Barrels per Day
2011,PAEXPNL,Petroleum Exports to Netherlands in Thousand Barrels per Day,248.48,Thousand Barrels per Day
2011,PAEXPMX,Petroleum Exports to Mexico in Thousand Barrels per Day,569.506,Thousand Barrels per Day
2011,PAEXPJA,Petroleum Exports to Japan in Thousand Barrels per Day,79.029,Thousand Barrels per Day
2011,PAEXPIH,Petroleum Exports to India in Thousand Barrels per Day,16.818,Thousand Barrels per Day
2011,PAEXPCN,Petroleum Exports to Canada in Thousand Barrels per Day,351.436,Thousand Barrels per Day
2011,PAEXPCH,Petroleum Exports to China in Thousand Barrels per Day,73.305,Thousand Barrels per Day
2011,PAEXPBZ,Petroleum Exports to Brazil in Thousand Barrels per Day,156.796,Thousand Barrels per Day
2011,PAEXKUS,Crude Oil and Petroleum Products Exports Heat Content in Million Btu per Barrel,5.53,Million Btu per Barrel
2011,PAETPUS,"Electricity Net Generation From Petroleum, All Sectors in Million Kilowatthours",30182.245,Million Kilowatthours
2011,PAETKUS,Approximate Petroleum Heat Rate in Btu per Kilowatthour,10829,Btu per Kilowatthour
2011,PAERDUS,"Average Cost of Total Petroleum Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",12.48,"Dollars per Million Btu, Including Taxes"
2011,PAEPPUS,"Total Petroleum Consumption for Electricity Generation, All Sectors in Thousand Barrels",52386.548,Thousand Barrels
2011,PAEKPUS,"Total Petroleum Stocks, Electric Power Sector, End of Period in Thousand Barrels",36282.246,Thousand Barrels
2011,PAEIZUS,Total Petroleum Consumed by the Electric Power Sector in Thousand Barrels per Day,137.013,Thousand Barrels per Day
2011,PAEIKUS,"Petroleum Consumption, Electric Power Sector Heat Content in Million Btu per Barrel",5.9,Million Btu per Barrel
2011,PAEIEUS,Petroleum Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,25.833,Million Metric Tons of Carbon Dioxide
2011,PAEIBUS,Total Petroleum Consumed by the Electric Power Sector in Trillion Btu,295.041,Trillion Btu
2011,PAEGPUS,"Electricity Net Generation From Petroleum, Electric Power Sector in Million Kilowatthours",28202.16,Million Kilowatthours
2011,PAECPUS,"Total Petroleum Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Barrels",61609.783,Thousand Barrels
2011,PACCPUS,Total Petroleum Consumed by the Commercial Sector in Thousand Barrels per Day,336.205,Thousand Barrels per Day
2011,PACCKUS,"Petroleum Consumption, Commercial Sector Heat Content in Million Btu per Barrel",5.176,Million Btu per Barrel
2011,PACCBUS,Total Petroleum Consumed by the Commercial Sector in Trillion Btu,635.114,Trillion Btu
2011,PACASUS,"Petroleum Generating Units, Capacity Factor in Percent",7.4,Percent
2011,PAC9SUS,"Petroleum Commercial Sector Generating Units, Capacity Factor in Percent",2.3,Percent
